FOLIO,FECHA,HORA,CR_PLAZA,PREGUNTA_META,PLAZA,TIENDA,ENCUESTA,PREGUNTA,RESPUESTA,HALLAZGO_PREGUNTA,NUMERACION,DRIVER,SECCION,REGION,ZONA,CONCEPTO,RESP_OP_ID
28846961,2024-05-14,Sun Dec 31 15:11:24 CST 1899,10PCK,Si,10PCK IZCALLI,Tienda 2,Pulso Simplex,"15. ¿ El Producto exhibido (piso de venta, cuarto frío/enfriadores y koxka) está en buenas condiciones dentro de caducidad o vigencia de frescura?",si,,15,Ejecución Comercial y Fast Food,Atención,Hidalgo,CENTRO-SUR,Frescura,21
28846961,2024-05-14,Sun Dec 31 15:11:24 CST 1899,10PCK,No,10PCK IZCALLI,Tienda 2,Pulso Simplex,16.¿ Se tiene diálogo plasmado en la lista de pendientes/acciones por parte del Líder de Tienda y se realiza el cierre de al menos el 70% de los pendientes asignados por el líder y equipo de plaza?,si,,16,Impulso de Venta y Gestión Comercial,Atención,Hidalgo,CENTRO-SUR,Enfoque semanal,24
28846961,2024-05-14,Sun Dec 31 15:11:24 CST 1899,10PCK,No,10PCK IZCALLI,Tienda 2,Pulso Simplex,17. ¿ El Enfoque Mensual en el apartado de Ventas se encuentra lleno con accionables para el mes actual?,no,,17,Impulso de Venta y Gestión Comercial,Atención,Hidalgo,CENTRO-SUR,Enfoque mensual,24
28846961,2024-05-14,Sun Dec 31 15:11:24 CST 1899,10PCK,No,10PCK IZCALLI,Tienda 2,Pulso Simplex,17.1 Hallazgo,no realizado,,17.1,Impulso de Venta y Gestión Comercial,Atención,Hidalgo,CENTRO-SUR,,
28846961,2024-05-14,Sun Dec 31 15:11:24 CST 1899,10PCK,No,10PCK IZCALLI,Tienda 2,Pulso Simplex,18. ¿Validar si se tiene el Rol de Preinventarios?,si,,19,Procesos,Procesos,Hidalgo,CENTRO-SUR,Rol de preinventarios,26
28846961,2024-05-14,Sun Dec 31 15:11:24 CST 1899,10PCK,No,10PCK IZCALLI,Tienda 2,Pulso Simplex,"19. ¿Validar en resumen operativo si se tienen conteos mayor o igual a 2,500, y 40% de cobertura.",si,,19,Procesos,Procesos,Hidalgo,CENTRO-SUR,Conteo y cobertura,4
28846961,2024-05-14,Sun Dec 31 15:11:24 CST 1899,10PCK,Si,10PCK IZCALLI,Tienda 2,Pulso Simplex,2. ¿ Se encuentran limpias las puertas de entrada de la tienda? Libres de resto de pegamento/goma o cinta y ambas puertas con libre acceso a la tienda.,si,,2,Exterior de la tienda,Limpieza,Hidalgo,CENTRO-SUR,Puertas de entrada,24
28846961,2024-05-14,Sun Dec 31 15:11:24 CST 1899,10PCK,No,10PCK IZCALLI,Tienda 2,Pulso Simplex,20. ¿Validar si se cuenta con el formato de entrega de turnos? Validar los retiros de efectivo vs las alertas de retiro.,si,,20,Procesos,Atención,Hidalgo,CENTRO-SUR,Entrega de turno y alertas de retiro,
28846961,2024-05-14,Sun Dec 31 15:11:24 CST 1899,10PCK,No,10PCK IZCALLI,Tienda 2,Pulso Simplex,"21. ¿Validar si existen folios por las necesidades de tienda (fallas, falta de utensilios, etc.)",no aplica,,21,Procesos,Atención,Hidalgo,CENTRO-SUR,Folios levantados,18
28846961,2024-05-14,Sun Dec 31 15:11:24 CST 1899,10PCK,No,10PCK IZCALLI,Tienda 2,Pulso Simplex,22. ¿Se encuentra capturada la Responsabilidad de Enfoque en el Check list?,si,,22,Responsabilidad de Enfoque ,Procesos,Hidalgo,CENTRO-SUR,Responsabilidad de enfoque,15
28846961,2024-05-14,Sun Dec 31 15:11:24 CST 1899,10PCK,No,10PCK IZCALLI,Tienda 2,Pulso Simplex,22.1.1 Selecciona la responsabilidad de enfoque que se tiene capturada:,proyectos;,,22.1.1,Responsabilidad de Enfoque ,Procesos,Hidalgo,CENTRO-SUR,,
28846961,2024-05-14,Sun Dec 31 15:11:24 CST 1899,10PCK,No,10PCK IZCALLI,Tienda 2,Pulso Simplex,23. ¿El Porcentaje de Lectura de Comunicados se encuentra por encima del 75% mensual?,si,,23,Procesos,Atención,Hidalgo,CENTRO-SUR,Lectura de Comunicados,24
28846961,2024-05-14,Sun Dec 31 15:11:24 CST 1899,10PCK,Si,10PCK IZCALLI,Tienda 2,Pulso Simplex,3. ¿Se encuentran limpios los botes de basura exteriores ? ¿Cuentan con bolsa? ¿No más de 3/4 de su capacidad?,si,,3,Exterior de la tienda,Limpieza,Hidalgo,CENTRO-SUR,Botes de entrada,5
28846961,2024-05-14,Sun Dec 31 15:11:24 CST 1899,10PCK,Si,10PCK IZCALLI,Tienda 2,Pulso Simplex,"4. ¿ Se encuentra limpio el estacionamiento? Libre de basura como empaques, bolsas, hojas, etc.",no aplica,,4,Exterior de la tienda,Imagen de Tienda,Hidalgo,CENTRO-SUR,Estacionamiento,2
28846961,2024-05-14,Sun Dec 31 15:11:24 CST 1899,10PCK,No,10PCK IZCALLI,Tienda 2,Pulso Simplex,5. ¿Se tiene disponibles los cajones de estacionamiento para los clientes (solo aplica en tiendas con estacionamiento)?,no aplica,,5,Exterior de la tienda,Rapidez,Hidalgo,CENTRO-SUR,Cajones disponibles,3
28846961,2024-05-14,Sun Dec 31 15:11:24 CST 1899,10PCK,No,10PCK IZCALLI,Tienda 2,Pulso Simplex,6. ¿ El personal de tienda porta el uniforme oficial limpio y con gafete a la vista del cliente?,si,,6,Gente,Atención,Hidalgo,CENTRO-SUR,Uniforme,8
28846961,2024-05-14,Sun Dec 31 15:11:24 CST 1899,10PCK,No,10PCK IZCALLI,Tienda 2,Pulso Simplex,"7. ¿Se ejecuta la Experiencia Memorable hacia el cliente? (Saludo, Simplifico VIDA, Soy Promotor)",si,,7,Gente,Atención,Hidalgo,CENTRO-SUR,Experiencia memorable,23
28846961,2024-05-14,Sun Dec 31 15:11:24 CST 1899,10PCK,No,10PCK IZCALLI,Tienda 2,Pulso Simplex,7.1.1 Selecciona que fue lo que se ofreció en la venta sugerida :,venta sugerida (checkout);venta de promoción (alguna promoción vigente en tienda);tarjeta spin premia;,,7.1.1,Gente,Atención,Hidalgo,CENTRO-SUR,,23
28846961,2024-05-14,Sun Dec 31 15:11:24 CST 1899,10PCK,No,10PCK IZCALLI,Tienda 2,Pulso Simplex,8. ¿El Cajero se encuentra habilitado para ofrecer Servicios Financieros?,si,,8,Gente,Rapidez,Hidalgo,CENTRO-SUR,Cajero habilitado,11
28846961,2024-05-14,Sun Dec 31 15:11:24 CST 1899,10PCK,No,10PCK IZCALLI,Tienda 2,Pulso Simplex,9. Foco en la persona: ¿Empleado en tienda tuvo su descanso conforme al plan horario de la semana anterior?,si,,9,Gente,Atención,Hidalgo,CENTRO-SUR,Descanso del empleado,13
